,At,Sentimen,Review,Bintang,Aspek,data_cleaned
394,2020-03-31 17:51:52,-1,Baru instal sudah di suruh update😰😰😰 aplikasinya kayak fb gk kayak aplikasi tetangga.? Semgah ada kemajuan ajalah.,1,Tampilan,baru install sudah di perintah update aplikasinya kayak fb tidak kayak aplikasi tetangga semgah ada kemajuan aja deh
395,2020-03-31 16:22:54,0,Jika bisa COD bintang 5,3,Layanan,jika bisa cash on delivery bintang
396,2020-03-31 12:28:49,-1,Saya belanja ga dikirm2 saya email tpi di phpin. Buat tmn2 jngn pesan dsni lgi,1,Layanan,saya belanja tidak dikirm2 saya email tetapi di phpin untuk teman teman jangan pesan disini lagi
397,2020-03-31 10:45:53,-1,"Berat banget buka aplikasi ini, padahal instagram aja ngga seberat itu",2,Lainnya,berat sekali buka aplikasi ini padahal instagram saja tidak seberat itu
398,2020-03-30 02:13:48,1,Yoiii,5,Lainnya,iya
399,2020-03-30 01:30:03,0,Bisa bayar ditempat belum,3,Lainnya,bisa bayar ditempat belum
400,2020-03-29 17:57:01,-1,Ko error conection terus ya?padahal jaringan nya lagi bagus,1,Lainnya,kok error connection terus ya padahal jaringan nya sedang bagus
401,2020-03-29 14:36:22,-1,"Olshop dengan pengiriman terlamaaaa di antara olshop"" lain.. parah bgt sih lamanya. Deskripsi pengirimannya cuma shiping gtu doang, resi gak ada, barang gtau dimana.. blanja udah 2x dsini tapi ttep aja samaa.. lamanyaaa..",2,Layanan,online shop dengan pengiriman terlama di antara online shop lain parah sekali sih lamanya deskripsi pengirimannya hanya shipping begitu doang resi tidak ada barang tidak tahu dimana belanja udah kali disini tetapi tetap saja sama lamanya
402,2020-03-29 08:22:44,-1,Saya pesan produk dari aplilasi ini sidah trasfer tapi statusnya blm di kirim2 mohon di bantu,2,Layanan,saya pesan produk dari aplikasi ini sudah transfer tetapi statusnya belum di kirim2 mohon di bantu
403,2020-03-28 15:02:55,1,Vudo Kgk,5,Lainnya,vudo tidak
404,2020-03-28 13:43:08,1,Sangat bagus,5,Lainnya,sangat bagus
405,2020-03-28 06:34:29,1,Oke,5,Lainnya,oke
406,2020-03-27 20:52:51,-1,"Knpa pas mau liat produknya,error conecting terus??",1,Tampilan,mengapa saat ingin melihat produknya error conecting terus
407,2020-03-27 19:49:46,-1,"Awalnya sih bagus saat memakai aplikasi nya. Tapi, disaat saya edit profil nya kok ga mau di save gitu sih?!. Padahal, saya sudah mencoba nya beberapa kali tapi, tetap ga mau.. :(",1,Tampilan,awalnya sih bagus saat memakai aplikasi nya tetapi disaat saya edit profil nya kok tidak ingin di save begitu sih padahal saya sudah mencoba nya beberapa kali tetapi tetap tidak ingin
408,2020-03-27 13:39:40,-1,"Aplikasi kadang lola, suka tiba2 error not connection padahal sinyal oke (bikin males belanja), tolong lebih disempurnakan lagi aplikasinya",2,Tampilan,aplikasi terkadang lama suka tiba tiba error not connection padahal sinyal oke membuat males belanja tolong lebih disempurnakan sedang aplikasinya
409,2020-03-27 13:29:44,0,Saya sudah order di sini tapi belum di proses gimna ya? Saya harus chat kemana?,3,Lainnya,saya sudah order di sini tetapi belum di proses gimna ya saya harus chat dimana
410,2020-03-27 08:49:44,-1,"Gak lengkap ih aku nyari some by mi snail truecica toner gak ada, kebanyakan produk lokal",1,Produk,tidak lengkap ih saya cari some by mi snail truecica toner tidak ada kebanyakan produk lokal
411,2020-03-26 21:47:48,-1,"Kak,sy tinggal di kaltim-kota bontang kalau sy pesan apakah ttp sampai ke rumah sy",2,Lainnya,kakak saya tinggal di kaltim kota bontang kalau saya pesan apakah tetap sampai ke rumah saya
412,2020-03-26 13:51:10,0,Error conection dan produk juga not found terus padahal gak ada kendala jaringan internet,3,Tampilan,error connection dan produk juga not found terus padahal tidak ada kendala jaringan internet
413,2020-03-26 09:48:40,0,Halo tim SOCO! Saya sudah 6x reset password pagi ini dan dapat email kalo reset password saya berhasil tapi kenapa saya tetap tidak bisa login karena password salah? Pls fix it. Thankyou! 💕,3,Tampilan,halo tim soco saya sudah kali reset password pagi ini dan dapat email kalau reset password saya berhasil tetapi mengapa saya tetap tidak bisa login karena password salah please fix it terima kasih
414,2020-03-26 06:46:34,0,"App & Website tolong di re-check, karna sudah daftar lalu log in gak bisa, forgot password tapi katanya tidak terdaftar, sudah 2x register sama aja. Mohon bantuannya",3,Tampilan,aplikasi website tolong di re check karena sudah daftar lalu log ini tidak bisa forgot password tetapi katanya tidak terdaftar sudah kali register sama saja mohon bantuannya
415,2020-03-25 16:09:57,-1,"I m truly sorry vo give this feedback before bcause it's outta my expect about Soco. Kapok aing belanja di Sociolla. Barang lama sampenya pisan, kurir dipilih ngga kredibel banget pdhl ada yg bagus tp dipilih yg so so even worst in my opinion. Terus di notif updatenya ngga dicantumin kode trackingnya jd ngga bs lacak pesanan udh sampai mana.",2,Layanan,truly sorry vo give this feedback before because it outta my expect about soco menyesal saya belanja di sociola barang lama sampai juga kurir dipilih tidak kredibel sekali padahal ada yang bagus tetapi dipilih yang so so event worst ini my opinion terus di notif updatenya tidak dicantumin kode trackingnya menjadi tidak bisa lacak pesanan sudah sampai dimana
416,2020-03-25 12:51:08,1,Good,5,Lainnya,good
417,2020-03-25 08:15:35,1,Anisa Bintang,5,Lainnya,anisa bintang
418,2020-03-24 11:07:14,-1,"Error mulu, udah di instal ulang tapi tetep aja",1,Tampilan,error terus udah di install ulang tetapi tetap saja
419,2020-03-24 10:45:17,-1,Pas mau login ke soco selalu password salah padahal gak salah. Udah reset password juga selalu gitu. Gabisa belanja. Aplikasi sampah.,1,Tampilan,saat ingin login ke soco selalu password salah padahal tidak salah udah reset password juga selalu begitu tidak bisa belanja aplikasi sampah
420,2020-03-24 10:43:39,1,Bagus sekalii,5,Lainnya,bagus sekali
421,2020-03-24 10:15:35,0,sering bug,3,Lainnya,selalu bug
422,2020-03-24 09:40:58,-1,"Pertama kali belanja di olshop pengiriman nya luar biasa LAMA. Pertama kali pesan sampai 5 hari, dan kedua kali pesan sudah seminggu barang belum dikirim kirim terus tiba tiba order status jadi refund. Tp akhirnya barang terkirim dan yang dikirim cuma 1 item padahal saya pesan 2 item jadi udah 2 minggu pesanan saya blm sampai semuanya!!! Udah hubungi cs tp udh sekitar 2 hari blm ada perubahan tetang pesanan sy! Jelek bgt pelayanan nya! Next order? gak lagi kayanya. Malah mending uninstall aja.",1,Layanan,pertama kali belanja di online shop pengiriman nya luar biasa lama pertama kali pesan sampai hari dan kedua kali pesan sudah seminggu barang belum dikirim kirim terus tiba tiba order status jadi refund tetapi akhirnya barang terkirim dan yang dikirim hanya item padahal saya pesan item jadi udah minggu pesanan saya belum sampai semuanya udah hubungi customer service tetapi sudah sekitar hari belum ada perubahan tetang pesanan saya buruk sekali pelayanan nya next order tidak sedang sepertinya menjadi seharusnya uninstall saja
423,2020-03-24 02:47:12,1,best app ever!!,5,Lainnya,best aplikasi ever
424,2020-03-23 22:15:46,-1,Sering minta di updet,2,Tampilan,selalu pinta di update
425,2020-03-23 20:37:48,-1,E-commerce app yang aneh.. tidak easy used.,1,Lainnya,commerce aplikasi yang aneh tidak easy used
426,2020-03-23 15:45:21,-1,Lebih lancar di web walaupun web juga sering down,2,Lainnya,lebih lancar di web walaupun web juga selalu down
427,2020-03-22 21:38:20,-1,Penipuan nih barang ga datang datang,1,Layanan,penipuan nih barang tidak datang datang
428,2020-03-22 15:27:42,-1,"Aplikasinya gak tau knp nih yang pertama aku kan udah daftar buat akun eh malah udah selesai di step terakhir waktu aku mau cari barang eh malah disuruh buat akun lagi berarti waktu pertama tdi aku buat akun itu enggak masuk dong ihh pokokonya ini tuh aplikasi Kayak gak bisa di buat apa2 cuma menuhin memori doang tolong dong ditingkatin lg performanya biar app ini jadi lebih baik tambah satu lagi kok sring gk bisa dibuka sih mulai dari beranda,pencarian dll slalu ada tulisan klo koneksinya error",1,Tampilan,aplikasinya tidak tahu mengapa nih yang pertama saya kan udah daftar untuk akun lalu menjadi udah selesai di step terakhir waktu saya ingin cari barang lalu menjadi disuruh untuk akun sedang berarti waktu pertama tdi saya untuk akun itu enggak masuk dong ihh pokokonya ini itu aplikasi kayak tidak bisa di untuk apa apa hanya menuhin memori doang tolong dong ditingkatin lagi performanya supaya aplikasi ini jadi lebih baik tambah satu sedang kok sring tidak bisa dibuka sih mulai dari beranda pencarian dan lain lain selalu ada tulisan kalau koneksinya error
429,2020-03-22 15:10:08,1,Kenapa sekarang mau review produk susah amat yaa ? Pdhal sudah lumayan baik saat order,4,Tampilan,mengapa sekarang ingin review produk sulit sekali ya padahal sudah lumayan baik saat order
430,2020-03-22 11:11:25,-1,Aplikasi nya aneh udah dibuka pas mau liat barang malah eror conection padahal aku pakai aplikasi lain yang menggunakan kuota bisa aja,1,Tampilan,aplikasi nya aneh udah dibuka saat ingin melihat barang menjadi error connection padahal saya pakai aplikasi lain yang menggunakan kuota bisa saja
431,2020-03-22 02:59:42,1,like bgt,5,Lainnya,like sekali
432,2020-03-21 23:23:03,-1,"Lemot banget , saya pikir kalau sudah download ada perbaikan, ternyata makin lemot.",2,Tampilan,lama sekali saya pikir kalau sudah download ada perbaikan ternyata makin lama
433,2020-03-21 15:02:47,0,"Perlu banyak improvisasi, masih sering error",3,Tampilan,perlu banyak improvisasi masih selalu error
434,2020-03-21 05:22:32,-1,"Baru saya download tp ""error connection"" padahal pake wifi masih banyak kuotanya, jaringannya juga lancar jaya :""). Tolong perbaiki :"")",2,Tampilan,baru saya download tetapi error connection padahal pakai wifi masih banyak kuotanya jaringannya juga lancar jaya tolong perbaiki
435,2020-03-20 20:28:46,1,Like it,5,Lainnya,like it
436,2020-03-20 20:06:03,0,Aku mau review kok ga bisa ya kak? Padahal sinyalnya bagus2aja.,3,Lainnya,saya ingin review kok tidak bisa ya kakak padahal sinyalnya bagus2aja
437,2020-03-20 11:23:33,1,Bagus,5,Lainnya,bagus
438,2020-03-20 05:33:15,-1,"Ulasan saya sebelumnya di hapus, haha Oke saya tulis lagi. Pertama saya belanja lama bgt sampe, yg kedua juga sama lamaa, hampir 2 minggu. Yg ketiga, parah bgt di cancel dong, sudah seminggu ga ada info, tau2 dicancel. Saya email ke cs katanya kosong semua, anehhh!!!! Dan mana di refund?? Lama banget refundnya!!!! Sumpah kecewa bangett!!! Ga akan saya belanja lagi disini, saya akan unistal.!!!!",1,Layanan,ulasan saya sebelumnya di hapus tertawa oke saya tulis sedang pertama saya belanja lama sekali sampe yang kedua juga sama lama hampir minggu yang ketiga parah sekali di cancel dong sudah seminggu tidak ada info tahu tahu dicancel saya email ke customer service katanya kosong semua aneh dan dimana di refund lama sekali refundnya sumpah kecewa sekali tidak akan saya belanja sedang disini saya akan uninstall
439,2020-03-19 16:19:48,-1,Error conection mulu kenapa sih. Mau daftar aja susahh,1,Tampilan,error connection terus mengapa sih ingin daftar saja sulit
440,2020-03-19 11:13:13,-1,"Bener kaya review yg lain, aplikasi ini banyak error connecting. Cuma bisa lihat beberapa review make-up, banyak yg ga bisa di buka udah di refresh tetep error connect. Jaringan aku bagus padahal, buka ibternet dll lancar",2,Tampilan,benar seperti review yang lain aplikasi ini banyak error connecting hanya bisa melihat beberapa review make up banyak yang tidak bisa di buka udah di refresh tetap error connect jaringan saya bagus padahal buka internet dan lain lain lancar
441,2020-03-19 09:39:19,0,padahal koneksi bagus tapi error terus tulisannya,3,Tampilan,padahal koneksi bagus tetapi error terus tulisannya
442,2020-03-19 07:03:20,1,Bagus,5,Lainnya,bagus
443,2020-03-18 19:33:55,-1,Aplikasi nya aneh setiap kali daftar gx bisa gx bisa trus,1,Tampilan,aplikasi nya aneh setiap kali daftar tidak bisa tidak bisa lalu
444,2020-03-18 16:53:32,1,"Aku suka Banget sama app ini,,membantu aku dalam mencari skincare terbaik untuk kulitku,serta produk² kecantikan lainnya walau terkadang stoknya cepet abis😊,,tapi susah banget untuk log in padahal jaringannya bagus,jadi harus berulang kali baru bisa,,😢",4,Produk,saya suka sekali sama aplikasi ini membantu saya dalam mencari skincare terbaik untuk kulitku serta produk produk kecantikan lainnya walau terkadang stoknya cepet abis tetapi sulit sekali untuk log ini padahal jaringannya bagus jadi harus berulang kali baru bisa
445,2020-03-18 01:09:54,1,Dolwnload lagu tiket suargo,5,Lainnya,download lagu tiket surga
446,2020-03-17 23:05:23,1,Mantull,5,Lainnya,mantap betul
447,2020-03-17 21:00:49,0,"Appnya bagus dn membantu bgt buat gw yg masih awam bgt soal makeup dll , cuma saran aja tlg ditingkatkn lg appnya soalnya tiap buka minta di update terus dn ckup menguras data dn penyimpanan jg 😊😊",3,Tampilan,aplikasi bagus dan membantu sekali untuk saya yang masih pemula sekali soal makeup dan lain lain hanya saran saja tolong ditingkatkn lagi aplikasi karena setiap buka pinta di update terus dan cukup menguras data dan penyimpanan juga
448,2020-03-17 20:39:57,-1,Mohon dibantu..saya baru download kemudian bikin akun tapi selalu ndk bisa...,1,Tampilan,mohon dibantu .. saya baru download kemudian membuat akun tetapi selalu tidak bisa
449,2020-03-17 18:07:39,1,Good,5,Lainnya,good
450,2020-03-17 17:25:14,-1,"Parah banget, mau review produk malah force close mulu 😏 mau review di website jg sama aja sering error",2,Tampilan,parah sekali ingin review produk menjadi force close terus ingin review di website juga sama saja selalu error
451,2020-03-17 09:59:05,-1,kenapa sih gak bisa di di bukak dan gak bisa dipakai😩,1,Tampilan,mengapa sih tidak bisa di di buka dan tidak bisa dipakai
452,2020-03-16 19:28:36,1,Bagus aplikasinya tapi masa udh belanja banyak poin nya ga masuk ttp 250 padahal harusnya udh naik levelnya. Kesel bgt,4,Tampilan,bagus aplikasinya tetapi heran sudah belanja banyak poin nya tidak masuk tetap 250 padahal harusnya sudah naik levelnya kesal sekali
453,2020-03-15 10:48:13,-1,App suka keluar2 sendiri,2,Tampilan,aplikasi suka keluar keluar sendiri
454,2020-03-15 05:55:51,-1,"Kenapa harus sering banget aplikasinya minta di perbarui. Dan kalau g diperbarui , sama sekali g bisa masuk aplikasi dan lihat content apapun",1,Tampilan,mengapa harus selalu sekali aplikasinya pinta di perbarui dan kalau tidak diperbarui sama sekali tidak bisa masuk aplikasi dan melihat content apapun
455,2020-03-14 23:27:36,-1,"Baru download, daftar, eh mau lihat review produk atau mau add to bag dibilang jaringan eror mulu. Kirain pengaruh signal atau kuota, tapi buat buka apk yang lain nyaut aja tuh. Jujur tertarik dan ingin sekali buat shopping disini. Tapi kalo apk nya eror trs gimana mau shoppingnya. Tolong segera di selesaikan dong Soco kalo emg lagi diperbarui !",1,Tampilan,baru download daftar lalu ingin melihat review produk atau ingin add kok bag dibilang jaringan error terus pikir pengaruh signal atau kuota tetapi untuk buka aplikasi yang lain ikut saja itu jujur tertarik dan ingin sekali untuk shopping disini tetapi kalau aplikasi nya error terus bagaimana ingin shoppingnya tolong segera di selesaikan dong soco kalau memang sedang diperbarui
456,2020-03-14 18:57:31,1,"Sejauh ini sy selalu puas sm pelayanan di Sociolla. Barang sll lengkap,aman,dan cpt sampai. Mskpn stok hbs trs qt udh telanjur trf,at least mreka inform dl via email dan akan trf balik (tp kasus sy direstok). Bonus jg sll dpt klo ikut eventnya. TOP deh",5,Layanan,sejauh ini saya selalu puas dengan pelayanan di sociola barang selalu lengkap aman dan cepat sampai meskipun stok habis terus kita sudah telanjur transfer at least mereka informasi dahulu via email dan akan transfer kembali tetapi kasus saya direstok bonus juga selalu dapat kalau ikut eventnya mantap deh
457,2020-03-14 18:10:52,-1,Coba bsa cod,1,Lainnya,coba bisa cash on delivery
458,2020-03-14 13:20:05,1,"Kemaren sempat transaksi gagal, dan voucher hangus. Alhamdulillah pihak sociolla mau bertanggung jawab",5,Layanan,kemarin sempat transaksi gagal dan voucher hangus alhamdulillah pihak sociola ingin bertanggung jawab
459,2020-03-14 03:59:55,0,promo / discount 70-80% nya tolong dibanyakin ya sist,3,Layanan,promo discount 70 80 nya tolong diperbanyak ya sist
